UGPQ_ECOLI  0.26  0.40  0.48  0.50  0.36  0.26  0.37   0
USPA_ECOLI  0.40  0.41  0.48  0.50  0.55  0.22  0.33   0
UVRB_ECOLI  0.22  0.34  0.48  0.50  0.42  0.29  0.39   0
UVRC_ECOLI  0.44  0.35  0.48  0.50  0.44  0.52  0.59   0
XGPT_ECOLI  0.27  0.42  0.48  0.50  0.37  0.38  0.43   0
XYLA_ECOLI  0.16  0.43  0.48  0.50  0.54  0.27  0.37   0
EMRA_ECOLI  0.06  0.61  0.48  0.50  0.49  0.92  0.37   1
AAS_ECOLI   0.44  0.52  0.48  0.50  0.43  0.47  0.54   1
AMPE_ECOLI  0.63  0.47  0.48  0.50  0.51  0.82  0.84   1
ARAE_ECOLI  0.23  0.48  0.48  0.50  0.59  0.88  0.89   1
ARAH_ECOLI  0.34  0.49  0.48  0.50  0.58  0.85  0.80   1
AROP_ECOLI  0.43  0.40  0.48  0.50  0.58  0.75  0.78   1
ATKB_ECOLI  0.46  0.61  0.48  0.50  0.48  0.86  0.87   1
ATP6_ECOLI  0.27  0.35  0.48  0.50  0.51  0.77  0.79   1
BETT_ECOLI  0.52  0.39  0.48  0.50  0.65  0.71  0.73   1
CODB_ECOLI  0.29  0.47  0.48  0.50  0.71  0.65  0.69   1
CYDA_ECOLI  0.55  0.47  0.48  0.50  0.57  0.78  0.80   1
CYOC_ECOLI  0.12  0.67  0.48  0.50  0.74  0.58  0.63   1
CYOD_ECOLI  0.40  0.50  0.48  0.50  0.65  0.82  0.84   1
DCTA_ECOLI  0.73  0.36  0.48  0.50  0.53  0.91  0.92   1
DHG_ECOLI   0.84  0.44  0.48  0.50  0.48  0.71  0.74   1
DHSC_ECOLI  0.48  0.45  0.48  0.50  0.60  0.78  0.80   1
DHSD_ECOLI  0.54  0.49  0.48  0.50  0.40  0.87  0.88   1
DPPC_ECOLI  0.48  0.41  0.48  0.50  0.51  0.90  0.88   1
DSBB_ECOLI  0.50  0.66  0.48  0.50  0.31  0.92  0.92   1
ENVZ_ECOLI  0.72  0.46  0.48  0.50  0.51  0.66  0.70   1
EXBB_ECOLI  0.47  0.55  0.48  0.50  0.58  0.71  0.75   1
FRDC_ECOLI  0.33  0.56  0.48  0.50  0.33  0.78  0.80   1
FRDD_ECOLI  0.64  0.58  0.48  0.50  0.48  0.78  0.73   1
FTSW_ECOLI  0.54  0.57  0.48  0.50  0.56  0.81  0.83   1
GABP_ECOLI  0.47  0.59  0.48  0.50  0.52  0.76  0.79   1
GALP_ECOLI  0.63  0.50  0.48  0.50  0.59  0.85  0.86   1
GLNP_ECOLI  0.49  0.42  0.48  0.50  0.53  0.79  0.81   1
GLPT_ECOLI  0.31  0.50  0.48  0.50  0.57  0.84  0.85   1
GLTP_ECOLI  0.74  0.44  0.48  0.50  0.55  0.88  0.89   1
KDGL_ECOLI  0.33  0.45  0.48  0.50  0.45  0.88  0.89   1
KGTP_ECOLI  0.45  0.40  0.48  0.50  0.61  0.74  0.77   1
LACY_ECOLI  0.71  0.40  0.48  0.50  0.71  0.70  0.74   1
LGT_ECOLI   0.50  0.37  0.48  0.50  0.66  0.64  0.69   1
LLDP_ECOLI  0.66  0.53  0.48  0.50  0.59  0.66  0.66   1
LNT_ECOLI   0.60  0.61  0.48  0.50  0.54  0.67  0.71   1
LSPA_ECOLI  0.83  0.37  0.48  0.50  0.61  0.71  0.74   1
LYSP_ECOLI  0.34  0.51  0.48  0.50  0.67  0.90  0.90   1
MALF_ECOLI  0.63  0.54  0.48  0.50  0.65  0.79  0.81   1
MALG_ECOLI  0.70  0.40  0.48  0.50  0.56  0.86  0.83   1
MCP3_ECOLI  0.60  0.50  1.00  0.50  0.54  0.77  0.80   1
MSBB_ECOLI  0.16  0.51  0.48  0.50  0.33  0.39  0.48   1
MTR_ECOLI   0.74  0.70  0.48  0.50  0.66  0.65  0.69   1
NANT_ECOLI  0.20  0.46  0.48  0.50  0.57  0.78  0.81   1
NHAA_ECOLI  0.89  0.55  0.48  0.50  0.51  0.72  0.76   1
NHAB_ECOLI  0.70  0.46  0.48  0.50  0.56  0.78  0.73   1
PHEP_ECOLI  0.12  0.43  0.48  0.50  0.63  0.70  0.74   1
PHOR_ECOLI  0.61  0.52  0.48  0.50  0.54  0.67  0.52   1
PNTA_ECOLI  0.33  0.37  0.48  0.50  0.46  0.65  0.69   1
POTE_ECOLI  0.63  0.65  0.48  0.50  0.66  0.67  0.71   1
PROP_ECOLI  0.41  0.51  0.48  0.50  0.53  0.75  0.78   1
PSTA_ECOLI  0.34  0.67  0.48  0.50  0.52  0.76  0.79   1
PSTC_ECOLI  0.58  0.34  0.48  0.50  0.56  0.87  0.81   1
PTAA_ECOLI  0.59  0.56  0.48  0.50  0.55  0.80  0.82   1
PTBA_ECOLI  0.51  0.40  0.48  0.50  0.57  0.62  0.67   1
PTCC_ECOLI  0.50  0.57  0.48  0.50  0.71  0.61  0.66   1
PTDA_ECOLI  0.60  0.46  0.48  0.50  0.45  0.81  0.83   1
PTFB_ECOLI  0.37  0.47  0.48  0.50  0.39  0.76  0.79   1
PTGB_ECOLI  0.58  0.55  0.48  0.50  0.57  0.70  0.74   1
PTHB_ECOLI  0.36  0.47  0.48  0.50  0.51  0.69  0.72   1
PTMA_ECOLI  0.39  0.41  0.48  0.50  0.52  0.72  0.75   1
PTOA_ECOLI  0.35  0.51  0.48  0.50  0.61  0.71  0.74   1
PTTB_ECOLI  0.31  0.44  0.48  0.50  0.50  0.79  0.82   1
RODA_ECOLI  0.61  0.66  0.48  0.50  0.46  0.87  0.88   1
SECE_ECOLI  0.48  0.49  0.48  0.50  0.52  0.77  0.71   1
SECF_ECOLI  0.11  0.50  0.48  0.50  0.58  0.72  0.68   1
SECY_ECOLI  0.31  0.36  0.48  0.50  0.58  0.94  0.94   1
TNAB_ECOLI  0.68  0.51  0.48  0.50  0.71  0.75  0.78   1
XYLE_ECOLI  0.69  0.39  0.48  0.50  0.57  0.76  0.79   1
YCEE_ECOLI  0.52  0.54  0.48  0.50  0.62  0.76  0.79   1
EXBD_ECOLI  0.46  0.59  0.48  0.50  0.36  0.76  0.23   1
FTSL_ECOLI  0.36  0.45  0.48  0.50  0.38  0.79  0.17   1
FTSN_ECOLI  0.00  0.51  0.48  0.50  0.35  0.67  0.44   1
FTSQ_ECOLI  0.10  0.49  0.48  0.50  0.41  0.67  0.21   1
MOTB_ECOLI  0.30  0.51  0.48  0.50  0.42  0.61  0.34   1
TOLA_ECOLI  0.61  0.47  0.48  0.50  0.00  0.80  0.32   1
TOLQ_ECOLI  0.63  0.75  0.48  0.50  0.64  0.73  0.66   1
EMRB_ECOLI  0.71  0.52  0.48  0.50  0.64  1.00  0.99   1
ATKC_ECOLI  0.85  0.53  0.48  0.50  0.53  0.52  0.35  7
NFRB_ECOLI  0.63  0.49  0.48  0.50  0.54  0.76  0.79  7
NLPA_ECOLI  0.75  0.55  1.00  1.00  0.40  0.47  0.30  6
CYOA_ECOLI  0.70  0.39  1.00  0.50  0.51  0.82  0.84  6
ATKA_ECOLI  0.72  0.42  0.48  0.50  0.65  0.77  0.79  3
BCR_ECOLI   0.79  0.41  0.48  0.50  0.66  0.81  0.83  3
CADB_ECOLI  0.83  0.48  0.48  0.50  0.65  0.76  0.79  3
CAIT_ECOLI  0.69  0.43  0.48  0.50  0.59  0.74  0.77  3
CPXA_ECOLI  0.79  0.36  0.48  0.50  0.46  0.82  0.70  3
CRED_ECOLI  0.78  0.33  0.48  0.50  0.57  0.77  0.79  3
CYDB_ECOLI  0.75  0.37  0.48  0.50  0.64  0.70  0.74  3
CYOB_ECOLI  0.59  0.29  0.48  0.50  0.64  0.75  0.77  3
CYOE_ECOLI  0.67  0.37  0.48  0.50  0.54  0.64  0.68  3
DMSC_ECOLI  0.66  0.48  0.48  0.50  0.54  0.70  0.74  3
DPPB_ECOLI  0.64  0.46  0.48  0.50  0.48  0.73  0.76  3
DSBD_ECOLI  0.76  0.71  0.48  0.50  0.50  0.71  0.75  3
FEPD_ECOLI  0.84  0.49  0.48  0.50  0.55  0.78  0.74  3
FEPG_ECOLI  0.77  0.55  0.48  0.50  0.51  0.78  0.74  3
FTSH_ECOLI  0.81  0.44  0.48  0.50  0.42  0.67  0.68  3
GLTS_ECOLI  0.58  0.60  0.48  0.50  0.59  0.73  0.76  3
KEFC_ECOLI  0.63  0.42  0.48  0.50  0.48  0.77  0.80  3
KUP_ECOLI   0.62  0.42  0.48  0.50  0.58  0.79  0.81  3
MCP1_ECOLI  0.86  0.39  0.48  0.50  0.59  0.89  0.90  3
MCP2_ECOLI  0.81  0.53  0.48  0.50  0.57  0.87  0.88  3
MCP4_ECOLI  0.87  0.49  0.48  0.50  0.61  0.76  0.79  3
MELB_ECOLI  0.47  0.46  0.48  0.50  0.62  0.74  0.77  3
MOTA_ECOLI  0.76  0.41  0.48  0.50  0.50  0.59  0.62  3
NUPC_ECOLI  0.70  0.53  0.48  0.50  0.70  0.86  0.87  3
NUPG_ECOLI  0.64  0.45  0.48  0.50  0.67  0.61  0.66  3
PNTB_ECOLI  0.81  0.52  0.48  0.50  0.57  0.78  0.80  3
PTKC_ECOLI  0.73  0.26  0.48  0.50  0.57  0.75  0.78  3
RHAT_ECOLI  0.49  0.61  1.00  0.50  0.56  0.71  0.74  3
SECD_ECOLI  0.88  0.42  0.48  0.50  0.52  0.73  0.75  3
SECG_ECOLI  0.84  0.54  0.48  0.50  0.75  0.92  0.70  3
TEHA_ECOLI  0.63  0.51  0.48  0.50  0.64  0.72  0.76  3
TYRP_ECOLI  0.86  0.55  0.48  0.50  0.63  0.81  0.83  3
UHPB_ECOLI  0.79  0.54  0.48  0.50  0.50  0.66  0.68  3
TONB_ECOLI  0.57  0.38  0.48  0.50  0.06  0.49  0.33  3
LEP_ECOLI   0.78  0.44  0.48  0.50  0.45  0.73  0.68  3
FADL_ECOLI  0.78  0.68  0.48  0.50  0.83  0.40  0.29   4
FHUA_ECOLI  0.63  0.69  0.48  0.50  0.65  0.41  0.28   4
LAMB_ECOLI  0.67  0.88  0.48  0.50  0.73  0.50  0.25   4
NFRA_ECOLI  0.61  0.75  0.48  0.50  0.51  0.33  0.33   4
NMPC_ECOLI  0.67  0.84  0.48  0.50  0.74  0.54  0.37   4
OMPA_ECOLI  0.74  0.90  0.48  0.50  0.57  0.53  0.29   4
OMPC_ECOLI  0.73  0.84  0.48  0.50  0.86  0.58  0.29   4
OMPF_ECOLI  0.75  0.76  0.48  0.50  0.83  0.57  0.30   4
OMPX_ECOLI  0.77  0.57  0.48  0.50  0.88  0.53  0.20   4
PHOE_ECOLI  0.74  0.78  0.48  0.50  0.75  0.54  0.15   4
TSX_ECOLI   0.68  0.76  0.48  0.50  0.84  0.45  0.27   4
BTUB_ECOLI  0.56  0.68  0.48  0.50  0.77  0.36  0.45   4
CIRA_ECOLI  0.65  0.51  0.48  0.50  0.66  0.54  0.33   4
FECA_ECOLI  0.52  0.81  0.48  0.50  0.72  0.38  0.38   4
FEPA_ECOLI  0.64  0.57  0.48  0.50  0.70  0.33  0.26   4
FHUE_ECOLI  0.60  0.76  1.00  0.50  0.77  0.59  0.52   4
OMPP_ECOLI  0.69  0.59  0.48  0.50  0.77  0.39  0.21   4
OMPT_ECOLI  0.63  0.49  0.48  0.50  0.79  0.45  0.28   4
TOLC_ECOLI  0.71  0.71  0.48  0.50  0.68  0.43  0.36   4
PA1_ECOLI   0.68  0.63  0.48  0.50  0.73  0.40  0.30   4
MULI_ECOLI  0.77  0.57  1.00  0.50  0.37  0.54  0.01   5
NLPB_ECOLI  0.66  0.49  1.00  0.50  0.54  0.56  0.36   5
NLPE_ECOLI  0.71  0.46  1.00  0.50  0.52  0.59  0.30   5
PAL_ECOLI   0.67  0.55  1.00  0.50  0.66  0.58  0.16   5
SLP_ECOLI   0.68  0.49  1.00  0.50  0.62  0.55  0.28   5
AGP_ECOLI   0.74  0.49  0.48  0.50  0.42  0.54  0.36   2
AMY1_ECOLI  0.70  0.61  0.48  0.50  0.56  0.52  0.43   2
ARAF_ECOLI  0.66  0.86  0.48  0.50  0.34  0.41  0.36   2
ASG2_ECOLI  0.73  0.78  0.48  0.50  0.58  0.51  0.31   2
BGLX_ECOLI  0.65  0.57  0.48  0.50  0.47  0.47  0.51   2
C562_ECOLI  0.72  0.86  0.48  0.50  0.17  0.55  0.21   2
CN16_ECOLI  0.67  0.70  0.48  0.50  0.46  0.45  0.33   2
CYPH_ECOLI  0.67  0.81  0.48  0.50  0.54  0.49  0.23   2
CYSP_ECOLI  0.67  0.61  0.48  0.50  0.51  0.37  0.38   2
DGAL_ECOLI  0.63  1.00  0.48  0.50  0.35  0.51  0.49   2
DPPA_ECOLI  0.57  0.59  0.48  0.50  0.39  0.47  0.33   2
DSBA_ECOLI  0.71  0.71  0.48  0.50  0.40  0.54  0.39   2
DSBC_ECOLI  0.66  0.74  0.48  0.50  0.31  0.38  0.43   2
ECOT_ECOLI  0.67  0.81  0.48  0.50  0.25  0.42  0.25   2
ECPD_ECOLI  0.64  0.72  0.48  0.50  0.49  0.42  0.19   2
FECB_ECOLI  0.68  0.82  0.48  0.50  0.38  0.65  0.56   2
FECR_ECOLI  0.32  0.39  0.48  0.50  0.53  0.28  0.38   2
FEPB_ECOLI  0.70  0.64  0.48  0.50  0.47  0.51  0.47   2
FIMC_ECOLI  0.63  0.57  0.48  0.50  0.49  0.70  0.20   2
GGT_ECOLI   0.74  0.82  0.48  0.50  0.49  0.49  0.41   2
GLNH_ECOLI  0.63  0.86  0.48  0.50  0.39  0.47  0.34   2
GLPQ_ECOLI  0.63  0.83  0.48  0.50  0.40  0.39  0.19   2
HTRA_ECOLI  0.63  0.71  0.48  0.50  0.60  0.40  0.39   2
LIVJ_ECOLI  0.71  0.86  0.48  0.50  0.40  0.54  0.32   2
LIVK_ECOLI  0.68  0.78  0.48  0.50  0.43  0.44  0.42   2
MALE_ECOLI  0.64  0.84  0.48  0.50  0.37  0.45  0.40   2
MALM_ECOLI  0.74  0.47  0.48  0.50  0.50  0.57  0.42   2
MEPA_ECOLI  0.75  0.84  0.48  0.50  0.35  0.52  0.33   2
MODA_ECOLI  0.63  0.65  0.48  0.50  0.39  0.44  0.35   2
NRFA_ECOLI  0.69  0.67  0.48  0.50  0.30  0.39  0.24   2
NRFF_ECOLI  0.70  0.71  0.48  0.50  0.42  0.84  0.85   2
OPPA_ECOLI  0.69  0.80  0.48  0.50  0.46  0.57  0.26   2
OSMY_ECOLI  0.64  0.66  0.48  0.50  0.41  0.39  0.20   2
POTD_ECOLI  0.63  0.80  0.48  0.50  0.46  0.31  0.29   2
POTF_ECOLI  0.66  0.71  0.48  0.50  0.41  0.50  0.35   2
PPA_ECOLI   0.69  0.59  0.48  0.50  0.46  0.44  0.52   2
PPB_ECOLI   0.68  0.67  0.48  0.50  0.49  0.40  0.34   2
PROX_ECOLI  0.64  0.78  0.48  0.50  0.50  0.36  0.38   2
PSTS_ECOLI  0.62  0.78  0.48  0.50  0.47  0.49  0.54   2
PTR_ECOLI   0.76  0.73  0.48  0.50  0.44  0.39  0.39   2
RBSB_ECOLI  0.64  0.81  0.48  0.50  0.37  0.39  0.44   2
SPEA_ECOLI  0.29  0.39  0.48  0.50  0.52  0.40  0.48   2
SUBI_ECOLI  0.62  0.83  0.48  0.50  0.46  0.36  0.40   2
TBPA_ECOLI  0.56  0.54  0.48  0.50  0.43  0.37  0.30   2
TESA_ECOLI  0.69  0.66  0.48  0.50  0.41  0.50  0.25   2
TOLB_ECOLI  0.69  0.65  0.48  0.50  0.63  0.48  0.41   2
TORA_ECOLI  0.43  0.59  0.48  0.50  0.52  0.49  0.56   2
TREA_ECOLI  0.74  0.56  0.48  0.50  0.47  0.68  0.30   2
UGPB_ECOLI  0.71  0.57  0.48  0.50  0.48  0.35  0.32   2
USHA_ECOLI  0.61  0.60  0.48  0.50  0.44  0.39  0.38   2
XYLF_ECOLI  0.59  0.61  0.48  0.50  0.42  0.42  0.37   2
YTFQ_ECOLI  0.74  0.74  0.48  0.50  0.31  0.53  0.52   2
